fact_id,period_id,scenario_code,entity_id,sector_code,division_code,measure_code,currency_code,value_lc,value_eur_nom,value_eur_real
72,202305,ACT,1,BBM,PS,AP,EUR,400.2,400.2,400.2
73,202305,ACT,1,BBM,PS,INVENTORY,EUR,647.4,647.4,647.4
74,202305,ACT,1,BBM,PS,CAPEX,EUR,18.1,18.1,18.1
75,202305,ACT,1,BBM,PS,IFCF,EUR,5.5,5.5,5.5
76,202306,ACT,1,BBM,PS,TGS,EUR,363.156,363.156,363.156
77,202306,ACT,1,BBM,PS,TNS,EUR,344.998,344.998,344.998
78,202306,ACT,1,BBM,PS,INT_SALES,EUR,18.158,18.158,18.158
79,202306,ACT,1,BBM,PS,STP_REGION,EUR,214.345,214.345,214.345
80,202306,ACT,1,BBM,PS,EBIT,EUR,15.054,15.054,15.054
81,202306,ACT,1,BBM,PS,SGA_RD,EUR,32.53,32.53,32.53
82,202306,ACT,1,BBM,PS,SGA_SALES,EUR,17.005,17.005,17.005
83,202306,ACT,1,BBM,PS,SGA_ADMIN,EUR,9.675,9.675,9.675
84,202306,ACT,1,BBM,PS,SGA_VAR,EUR,13.887,13.887,13.887
85,202306,ACT,1,BBM,PS,OTHER_OPINC,EUR,0.741,0.741,0.741
86,202306,ACT,1,BBM,PS,AR,EUR,519.097,519.097,519.097
87,202306,ACT,1,BBM,PS,AP,EUR,432.486,432.486,432.486
88,202306,ACT,1,BBM,PS,INVENTORY,EUR,677.329,677.329,677.329
89,202306,ACT,1,BBM,PS,CAPEX,EUR,18.286,18.286,18.286
90,202306,ACT,1,BBM,PS,IFCF,EUR,17.484,17.484,17.484
91,202307,ACT,1,BBM,PS,TGS,EUR,347.518,347.518,347.518
92,202307,ACT,1,BBM,PS,TNS,EUR,330.142,330.142,330.142
93,202307,ACT,1,BBM,PS,INT_SALES,EUR,17.376,17.376,17.376
94,202307,ACT,1,BBM,PS,STP_REGION,EUR,205.579,205.579,205.579
95,202307,ACT,1,BBM,PS,EBIT,EUR,15.136,15.136,15.136
96,202307,ACT,1,BBM,PS,SGA_RD,EUR,31.382,31.382,31.382
97,202307,ACT,1,BBM,PS,SGA_SALES,EUR,16.485,16.485,16.485
98,202307,ACT,1,BBM,PS,SGA_ADMIN,EUR,9.226,9.226,9.226
99,202307,ACT,1,BBM,PS,SGA_VAR,EUR,13.21,13.21,13.21
100,202307,ACT,1,BBM,PS,OTHER_OPINC,EUR,-1.604,-1.604,-1.604
101,202307,ACT,1,BBM,PS,AR,EUR,494.473,494.473,494.473
102,202307,ACT,1,BBM,PS,AP,EUR,416.492,416.492,416.492
103,202307,ACT,1,BBM,PS,INVENTORY,EUR,662.281,662.281,662.281
104,202307,ACT,1,BBM,PS,CAPEX,EUR,19.383,19.383,19.383
105,202307,ACT,1,BBM,PS,IFCF,EUR,6.986,6.986,6.986
106,202308,ACT,1,BBM,PS,TGS,EUR,306.13,306.13,306.13
107,202308,ACT,1,BBM,PS,TNS,EUR,290.823,290.823,290.823
108,202308,ACT,1,BBM,PS,INT_SALES,EUR,15.306,15.306,15.306
109,202308,ACT,1,BBM,PS,STP_REGION,EUR,180.316,180.316,180.316
110,202308,ACT,1,BBM,PS,EBIT,EUR,15.586,15.586,15.586
111,202308,ACT,1,BBM,PS,SGA_RD,EUR,26.552,26.552,26.552
112,202308,ACT,1,BBM,PS,SGA_SALES,EUR,14.7,14.7,14.7
113,202308,ACT,1,BBM,PS,SGA_ADMIN,EUR,7.874,7.874,7.874
114,202308,ACT,1,BBM,PS,SGA_VAR,EUR,10.732,10.732,10.732
115,202308,ACT,1,BBM,PS,OTHER_OPINC,EUR,-1.769,-1.769,-1.769
116,202308,ACT,1,BBM,PS,AR,EUR,421.341,421.341,421.341
117,202308,ACT,1,BBM,PS,AP,EUR,369.156,369.156,369.156
118,202308,ACT,1,BBM,PS,INVENTORY,EUR,566.206,566.206,566.206
119,202308,ACT,1,BBM,PS,CAPEX,EUR,15.886,15.886,15.886
120,202308,ACT,1,BBM,PS,IFCF,EUR,3.455,3.455,3.455
121,202309,ACT,1,BBM,PS,TGS,EUR,384.656,384.656,384.656
122,202309,ACT,1,BBM,PS,TNS,EUR,365.423,365.423,365.423
123,202309,ACT,1,BBM,PS,INT_SALES,EUR,19.233,19.233,19.233
124,202309,ACT,1,BBM,PS,STP_REGION,EUR,225.813,225.813,225.813
125,202309,ACT,1,BBM,PS,EBIT,EUR,18.927,18.927,18.927
126,202309,ACT,1,BBM,PS,SGA_RD,EUR,33.939,33.939,33.939
127,202309,ACT,1,BBM,PS,SGA_SALES,EUR,17.957,17.957,17.957
128,202309,ACT,1,BBM,PS,SGA_ADMIN,EUR,10.26,10.26,10.26
129,202309,ACT,1,BBM,PS,SGA_VAR,EUR,14.628,14.628,14.628
130,202309,ACT,1,BBM,PS,OTHER_OPINC,EUR,2.813,2.813,2.813
131,202309,ACT,1,BBM,PS,AR,EUR,541.602,541.602,541.602
132,202309,ACT,1,BBM,PS,AP,EUR,448.257,448.257,448.257
133,202309,ACT,1,BBM,PS,INVENTORY,EUR,714.775,714.775,714.775
134,202309,ACT,1,BBM,PS,CAPEX,EUR,19.753,19.753,19.753
135,202309,ACT,1,BBM,PS,IFCF,EUR,21.146,21.146,21.146
136,202310,ACT,1,BBM,PS,TGS,EUR,385.686,385.686,385.686
137,202310,ACT,1,BBM,PS,TNS,EUR,366.402,366.402,366.402
138,202310,ACT,1,BBM,PS,INT_SALES,EUR,19.284,19.284,19.284
139,202310,ACT,1,BBM,PS,STP_REGION,EUR,227.088,227.088,227.088
140,202310,ACT,1,BBM,PS,EBIT,EUR,18.505,18.505,18.505
141,202310,ACT,1,BBM,PS,SGA_RD,EUR,34.394,34.394,34.394
142,202310,ACT,1,BBM,PS,SGA_SALES,EUR,18.264,18.264,18.264
143,202310,ACT,1,BBM,PS,SGA_ADMIN,EUR,10.301,10.301,10.301
144,202310,ACT,1,BBM,PS,SGA_VAR,EUR,15.328,15.328,15.328
145,202310,ACT,1,BBM,PS,OTHER_OPINC,EUR,0.588,0.588,0.588
146,202310,ACT,1,BBM,PS,AR,EUR,539.221,539.221,539.221
147,202310,ACT,1,BBM,PS,AP,EUR,450.57,450.57,450.57
148,202310,ACT,1,BBM,PS,INVENTORY,EUR,730.203,730.203,730.203
149,202310,ACT,1,BBM,PS,CAPEX,EUR,26.726,26.726,26.726
150,202310,ACT,1,BBM,PS,IFCF,EUR,10.316,10.316,10.316
151,202311,ACT,1,BBM,PS,TGS,EUR,336.022,336.022,336.022
152,202311,ACT,1,BBM,PS,TNS,EUR,319.221,319.221,319.221
153,202311,ACT,1,BBM,PS,INT_SALES,EUR,16.801,16.801,16.801
154,202311,ACT,1,BBM,PS,STP_REGION,EUR,198.536,198.536,198.536
155,202311,ACT,1,BBM,PS,EBIT,EUR,14.098,14.098,14.098
156,202311,ACT,1,BBM,PS,SGA_RD,EUR,29.796,29.796,29.796
157,202311,ACT,1,BBM,PS,SGA_SALES,EUR,16.341,16.341,16.341
158,202311,ACT,1,BBM,PS,SGA_ADMIN,EUR,8.67,8.67,8.67
159,202311,ACT,1,BBM,PS,SGA_VAR,EUR,12.738,12.738,12.738
160,202311,ACT,1,BBM,PS,OTHER_OPINC,EUR,0.733,0.733,0.733
161,202311,ACT,1,BBM,PS,AR,EUR,465.198,465.198,465.198
162,202311,ACT,1,BBM,PS,AP,EUR,406.841,406.841,406.841
163,202311,ACT,1,BBM,PS,INVENTORY,EUR,643.853,643.853,643.853
164,202311,ACT,1,BBM,PS,CAPEX,EUR,22.3,22.3,22.3
165,202311,ACT,1,BBM,PS,IFCF,EUR,-6.359,-6.359,-6.359
166,202312,ACT,1,BBM,PS,TGS,EUR,335.792,335.792,335.792
167,202312,ACT,1,BBM,PS,TNS,EUR,319.003,319.003,319.003
168,202312,ACT,1,BBM,PS,INT_SALES,EUR,16.79,16.79,16.79
169,202312,ACT,1,BBM,PS,STP_REGION,EUR,197.009,197.009,197.009
170,202312,ACT,1,BBM,PS,EBIT,EUR,14.955,14.955,14.955
171,202312,ACT,1,BBM,PS,SGA_RD,EUR,30.394,30.394,30.394
172,202312,ACT,1,BBM,PS,SGA_SALES,EUR,16.198,16.198,16.198
173,202312,ACT,1,BBM,PS,SGA_ADMIN,EUR,8.887,8.887,8.887
174,202312,ACT,1,BBM,PS,SGA_VAR,EUR,12.797,12.797,12.797
175,202312,ACT,1,BBM,PS,OTHER_OPINC,EUR,-0.353,-0.353,-0.353
176,202312,ACT,1,BBM,PS,AR,EUR,481.098,481.098,481.098
177,202312,ACT,1,BBM,PS,AP,EUR,395.574,395.574,395.574
178,202312,ACT,1,BBM,PS,INVENTORY,EUR,632.472,632.472,632.472
179,202312,ACT,1,BBM,PS,CAPEX,EUR,23.322,23.322,23.322
180,202312,ACT,1,BBM,PS,IFCF,EUR,5.879,5.879,5.879
181,202401,ACT,1,BBM,PS,TGS,EUR,374.066,374.066,374.066
182,202401,ACT,1,BBM,PS,TNS,EUR,355.362,355.362,355.362
183,202401,ACT,1,BBM,PS,INT_SALES,EUR,18.703,18.703,18.703
184,202401,ACT,1,BBM,PS,STP_REGION,EUR,220.217,220.217,220.217
185,202401,ACT,1,BBM,PS,EBIT,EUR,16.02,16.02,16.02
186,202401,ACT,1,BBM,PS,SGA_RD,EUR,34.364,34.364,34.364
187,202401,ACT,1,BBM,PS,SGA_SALES,EUR,18.333,18.333,18.333
188,202401,ACT,1,BBM,PS,SGA_ADMIN,EUR,10.005,10.005,10.005
189,202401,ACT,1,BBM,PS,SGA_VAR,EUR,14.527,14.527,14.527
190,202401,ACT,1,BBM,PS,OTHER_OPINC,EUR,1.902,1.902,1.902
191,202401,ACT,1,BBM,PS,AR,EUR,533.06,533.06,533.06
192,202401,ACT,1,BBM,PS,AP,EUR,445.98,445.98,445.98
193,202401,ACT,1,BBM,PS,INVENTORY,EUR,703.22,703.22,703.22
194,202401,ACT,1,BBM,PS,CAPEX,EUR,17.044,17.044,17.044
195,202401,ACT,1,BBM,PS,IFCF,EUR,14.513,14.513,14.513
196,202402,ACT,1,BBM,PS,TGS,EUR,358.041,358.041,358.041
197,202402,ACT,1,BBM,PS,TNS,EUR,340.139,340.139,340.139
198,202402,ACT,1,BBM,PS,INT_SALES,EUR,17.902,17.902,17.902
199,202402,ACT,1,BBM,PS,STP_REGION,EUR,210.901,210.901,210.901
200,202402,ACT,1,BBM,PS,EBIT,EUR,14.477,14.477,14.477
201,202402,ACT,1,BBM,PS,SGA_RD,EUR,32.309,32.309,32.309
202,202402,ACT,1,BBM,PS,SGA_SALES,EUR,17.165,17.165,17.165
203,202402,ACT,1,BBM,PS,SGA_ADMIN,EUR,9.789,9.789,9.789
204,202402,ACT,1,BBM,PS,SGA_VAR,EUR,13.667,13.667,13.667
205,202402,ACT,1,BBM,PS,OTHER_OPINC,EUR,1.943,1.943,1.943
206,202402,ACT,1,BBM,PS,AR,EUR,503.215,503.215,503.215
207,202402,ACT,1,BBM,PS,AP,EUR,418.417,418.417,418.417
208,202402,ACT,1,BBM,PS,INVENTORY,EUR,656.754,656.754,656.754
209,202402,ACT,1,BBM,PS,CAPEX,EUR,15.439,15.439,15.439
210,202402,ACT,1,BBM,PS,IFCF,EUR,1.707,1.707,1.707
211,202403,ACT,1,BBM,PS,TGS,EUR,406.369,406.369,406.369
212,202403,ACT,1,BBM,PS,TNS,EUR,386.05,386.05,386.05
213,202403,ACT,1,BBM,PS,INT_SALES,EUR,20.318,20.318,20.318
214,202403,ACT,1,BBM,PS,STP_REGION,EUR,239.202,239.202,239.202
215,202403,ACT,1,BBM,PS,EBIT,EUR,19.164,19.164,19.164
216,202403,ACT,1,BBM,PS,SGA_RD,EUR,36.735,36.735,36.735
217,202403,ACT,1,BBM,PS,SGA_SALES,EUR,19.756,19.756,19.756
218,202403,ACT,1,BBM,PS,SGA_ADMIN,EUR,11.067,11.067,11.067
219,202403,ACT,1,BBM,PS,SGA_VAR,EUR,15.143,15.143,15.143
220,202403,ACT,1,BBM,PS,OTHER_OPINC,EUR,0.349,0.349,0.349
221,202403,ACT,1,BBM,PS,AR,EUR,566.578,566.578,566.578
222,202403,ACT,1,BBM,PS,AP,EUR,470.569,470.569,470.569
223,202403,ACT,1,BBM,PS,INVENTORY,EUR,769.236,769.236,769.236
224,202403,ACT,1,BBM,PS,CAPEX,EUR,21.99,21.99,21.99
225,202403,ACT,1,BBM,PS,IFCF,EUR,13.327,13.327,13.327
226,202404,ACT,1,BBM,PS,TGS,EUR,384.052,384.052,384.052
227,202404,ACT,1,BBM,PS,TNS,EUR,364.85,364.85,364.85
228,202404,ACT,1,BBM,PS,INT_SALES,EUR,19.203,19.203,19.203
229,202404,ACT,1,BBM,PS,STP_REGION,EUR,226.947,226.947,226.947
230,202404,ACT,1,BBM,PS,EBIT,EUR,15.049,15.049,15.049
231,202404,ACT,1,BBM,PS,SGA_RD,EUR,34.799,34.799,34.799
232,202404,ACT,1,BBM,PS,SGA_SALES,EUR,18.301,18.301,18.301
233,202404,ACT,1,BBM,PS,SGA_ADMIN,EUR,10.085,10.085,10.085
234,202404,ACT,1,BBM,PS,SGA_VAR,EUR,15.203,15.203,15.203
235,202404,ACT,1,BBM,PS,OTHER_OPINC,EUR,2.146,2.146,2.146
236,202404,ACT,1,BBM,PS,AR,EUR,537.663,537.663,537.663
237,202404,ACT,1,BBM,PS,AP,EUR,455.219,455.219,455.219
238,202404,ACT,1,BBM,PS,INVENTORY,EUR,715.515,715.515,715.515
239,202404,ACT,1,BBM,PS,CAPEX,EUR,19.758,19.758,19.758
240,202404,ACT,1,BBM,PS,IFCF,EUR,-1.318,-1.318,-1.318
241,202405,ACT,1,BBM,PS,TGS,EUR,378.72,378.72,378.72
242,202405,ACT,1,BBM,PS,TNS,EUR,359.784,359.784,359.784
243,202405,ACT,1,BBM,PS,INT_SALES,EUR,18.936,18.936,18.936
244,202405,ACT,1,BBM,PS,STP_REGION,EUR,223.754,223.754,223.754
245,202405,ACT,1,BBM,PS,EBIT,EUR,18.097,18.097,18.097
246,202405,ACT,1,BBM,PS,SGA_RD,EUR,33.338,33.338,33.338
247,202405,ACT,1,BBM,PS,SGA_SALES,EUR,18.831,18.831,18.831
248,202405,ACT,1,BBM,PS,SGA_ADMIN,EUR,10.523,10.523,10.523
249,202405,ACT,1,BBM,PS,SGA_VAR,EUR,14.473,14.473,14.473
250,202405,ACT,1,BBM,PS,OTHER_OPINC,EUR,-0.582,-0.582,-0.582
251,202405,ACT,1,BBM,PS,AR,EUR,525.365,525.365,525.365
252,202405,ACT,1,BBM,PS,AP,EUR,452.305,452.305,452.305
253,202405,ACT,1,BBM,PS,INVENTORY,EUR,699.991,699.991,699.991
254,202405,ACT,1,BBM,PS,CAPEX,EUR,19.768,19.768,19.768
255,202405,ACT,1,BBM,PS,IFCF,EUR,23.232,23.232,23.232
256,202301,ACT,1,BBM,CC,TGS,EUR,221.155,221.155,221.155
257,202301,ACT,1,BBM,CC,TNS,EUR,210.097,210.097,210.097
258,202301,ACT,1,BBM,CC,INT_SALES,EUR,11.058,11.058,11.058
259,202301,ACT,1,BBM,CC,STP_REGION,EUR,131.044,131.044,131.044
260,202301,ACT,1,BBM,CC,EBIT,EUR,11.033,11.033,11.033
261,202301,ACT,1,BBM,CC,SGA_RD,EUR,19.404,19.404,19.404
262,202301,ACT,1,BBM,CC,SGA_SALES,EUR,10.171,10.171,10.171
263,202301,ACT,1,BBM,CC,SGA_ADMIN,EUR,5.845,5.845,5.845
264,202301,ACT,1,BBM,CC,SGA_VAR,EUR,8.144,8.144,8.144
265,202301,ACT,1,BBM,CC,OTHER_OPINC,EUR,0.199,0.199,0.199
266,202301,ACT,1,BBM,CC,AR,EUR,298.794,298.794,298.794
267,202301,ACT,1,BBM,CC,AP,EUR,261.577,261.577,261.577
268,202301,ACT,1,BBM,CC,INVENTORY,EUR,425.646,425.646,425.646
269,202301,ACT,1,BBM,CC,CAPEX,EUR,9.493,9.493,9.493
270,202301,ACT,1,BBM,CC,IFCF,EUR,8.929,8.929,8.929
271,202302,ACT,1,BBM,CC,TGS,EUR,212.597,212.597,212.597
272,202302,ACT,1,BBM,CC,TNS,EUR,201.967,201.967,201.967
273,202302,ACT,1,BBM,CC,INT_SALES,EUR,10.63,10.63,10.63
274,202302,ACT,1,BBM,CC,STP_REGION,EUR,125.46,125.46,125.46
275,202302,ACT,1,BBM,CC,EBIT,EUR,9.563,9.563,9.563
276,202302,ACT,1,BBM,CC,SGA_RD,EUR,20.025,20.025,20.025
277,202302,ACT,1,BBM,CC,SGA_SALES,EUR,10.145,10.145,10.145
278,202302,ACT,1,BBM,CC,SGA_ADMIN,EUR,5.608,5.608,5.608
279,202302,ACT,1,BBM,CC,SGA_VAR,EUR,8.212,8.212,8.212
280,202302,ACT,1,BBM,CC,OTHER_OPINC,EUR,-0.005,-0.005,-0.005
281,202302,ACT,1,BBM,CC,AR,EUR,292.798,292.798,292.798
282,202302,ACT,1,BBM,CC,AP,EUR,253.464,253.464,253.464
283,202302,ACT,1,BBM,CC,INVENTORY,EUR,397.357,397.357,397.357
284,202302,ACT,1,BBM,CC,CAPEX,EUR,9.489,9.489,9.489
285,202302,ACT,1,BBM,CC,IFCF,EUR,10.453,10.453,10.453
286,202303,ACT,1,BBM,CC,TGS,EUR,245.968,245.968,245.968
287,202303,ACT,1,BBM,CC,TNS,EUR,233.67,233.67,233.67
288,202303,ACT,1,BBM,CC,INT_SALES,EUR,12.298,12.298,12.298
289,202303,ACT,1,BBM,CC,STP_REGION,EUR,145.059,145.059,145.059
290,202303,ACT,1,BBM,CC,EBIT,EUR,12.386,12.386,12.386
291,202303,ACT,1,BBM,CC,SGA_RD,EUR,21.645,21.645,21.645
292,202303,ACT,1,BBM,CC,SGA_SALES,EUR,12.14,12.14,12.14
293,202303,ACT,1,BBM,CC,SGA_ADMIN,EUR,6.507,6.507,6.507
294,202303,ACT,1,BBM,CC,SGA_VAR,EUR,9.132,9.132,9.132
295,202303,ACT,1,BBM,CC,OTHER_OPINC,EUR,2.736,2.736,2.736
296,202303,ACT,1,BBM,CC,AR,EUR,346.507,346.507,346.507
297,202303,ACT,1,BBM,CC,AP,EUR,297.928,297.928,297.928
298,202303,ACT,1,BBM,CC,INVENTORY,EUR,466.591,466.591,466.591
299,202303,ACT,1,BBM,CC,CAPEX,EUR,12.204,12.204,12.204
300,202303,ACT,1,BBM,CC,IFCF,EUR,10.702,10.702,10.702
301,202304,ACT,1,BBM,CC,TGS,EUR,223.505,223.505,223.505
302,202304,ACT,1,BBM,CC,TNS,EUR,212.33,212.33,212.33
303,202304,ACT,1,BBM,CC,INT_SALES,EUR,11.175,11.175,11.175
304,202304,ACT,1,BBM,CC,STP_REGION,EUR,131.115,131.115,131.115
305,202304,ACT,1,BBM,CC,EBIT,EUR,9.108,9.108,9.108
306,202304,ACT,1,BBM,CC,SGA_RD,EUR,20.218,20.218,20.218
307,202304,ACT,1,BBM,CC,SGA_SALES,EUR,10.757,10.757,10.757
308,202304,ACT,1,BBM,CC,SGA_ADMIN,EUR,5.997,5.997,5.997
309,202304,ACT,1,BBM,CC,SGA_VAR,EUR,8.415,8.415,8.415
310,202304,ACT,1,BBM,CC,OTHER_OPINC,EUR,-0.254,-0.254,-0.254
311,202304,ACT,1,BBM,CC,AR,EUR,309.482,309.482,309.482
312,202304,ACT,1,BBM,CC,AP,EUR,263.058,263.058,263.058
313,202304,ACT,1,BBM,CC,INVENTORY,EUR,412.352,412.352,412.352
314,202304,ACT,1,BBM,CC,CAPEX,EUR,11.607,11.607,11.607
315,202304,ACT,1,BBM,CC,IFCF,EUR,6.298,6.298,6.298
316,202305,ACT,1,BBM,CC,TGS,EUR,218.77,218.77,218.77
317,202305,ACT,1,BBM,CC,TNS,EUR,207.832,207.832,207.832
318,202305,ACT,1,BBM,CC,INT_SALES,EUR,10.939,10.939,10.939
319,202305,ACT,1,BBM,CC,STP_REGION,EUR,128.766,128.766,128.766
320,202305,ACT,1,BBM,CC,EBIT,EUR,9.521,9.521,9.521
321,202305,ACT,1,BBM,CC,SGA_RD,EUR,19.742,19.742,19.742
322,202305,ACT,1,BBM,CC,SGA_SALES,EUR,10.51,10.51,10.51
323,202305,ACT,1,BBM,CC,SGA_ADMIN,EUR,5.843,5.843,5.843
324,202305,ACT,1,BBM,CC,SGA_VAR,EUR,8.431,8.431,8.431
325,202305,ACT,1,BBM,CC,OTHER_OPINC,EUR,-0.958,-0.958,-0.958
326,202305,ACT,1,BBM,CC,AR,EUR,305.731,305.731,305.731
327,202305,ACT,1,BBM,CC,AP,EUR,260.725,260.725,260.725
328,202305,ACT,1,BBM,CC,INVENTORY,EUR,413.912,413.912,413.912
329,202305,ACT,1,BBM,CC,CAPEX,EUR,10.883,10.883,10.883
330,202305,ACT,1,BBM,CC,IFCF,EUR,8.194,8.194,8.194
331,202306,ACT,1,BBM,CC,TGS,EUR,244.715,244.715,244.715
332,202306,ACT,1,BBM,CC,TNS,EUR,232.479,232.479,232.479
333,202306,ACT,1,BBM,CC,INT_SALES,EUR,12.236,12.236,12.236
334,202306,ACT,1,BBM,CC,STP_REGION,EUR,144.06,144.06,144.06
335,202306,ACT,1,BBM,CC,EBIT,EUR,11.096,11.096,11.096
336,202306,ACT,1,BBM,CC,SGA_RD,EUR,22.309,22.309,22.309
337,202306,ACT,1,BBM,CC,SGA_SALES,EUR,11.689,11.689,11.689
338,202306,ACT,1,BBM,CC,SGA_ADMIN,EUR,6.608,6.608,6.608
339,202306,ACT,1,BBM,CC,SGA_VAR,EUR,9.319,9.319,9.319
340,202306,ACT,1,BBM,CC,OTHER_OPINC,EUR,0.607,0.607,0.607
341,202306,ACT,1,BBM,CC,AR,EUR,339.905,339.905,339.905
342,202306,ACT,1,BBM,CC,AP,EUR,289.697,289.697,289.697
343,202306,ACT,1,BBM,CC,INVENTORY,EUR,467.209,467.209,467.209
