fact_id,period_id,scenario_code,entity_id,sector_code,division_code,hc_state_direct,hc_state_indirect,hc_avg_direct,hc_avg_indirect,pc_fte_direct,pc_fte_indirect
55,202402,ACT,1,BBM,CC,5471.6,3353.6,5455.2,3343.5,5073.3,3109.5
56,202403,ACT,1,BBM,CC,5496.9,3369.1,5480.4,3359.0,5096.8,3123.9
57,202404,ACT,1,BBM,CC,5432.7,3329.7,5416.4,3319.7,5037.3,3087.4
58,202405,ACT,1,BBM,CC,5472.1,3353.8,5455.6,3343.8,5073.8,3109.7
59,202401,CF,1,BBM,CC,5482.4,3360.2,5465.9,3350.1,5083.3,3115.6
60,202402,CF,1,BBM,CC,5472.4,3354.0,5456.0,3344.0,5074.1,3109.9
61,202403,CF,1,BBM,CC,5462.4,3347.9,5446.0,3337.9,5064.8,3104.2
62,202404,CF,1,BBM,CC,5452.5,3341.8,5436.1,3331.8,5055.6,3098.6
63,202405,CF,1,BBM,CC,5442.5,3335.7,5426.2,3325.7,5046.3,3092.9
64,202406,CF,1,BBM,CC,5432.5,3329.6,5416.2,3319.6,5037.1,3087.2
65,202407,CF,1,BBM,CC,5422.6,3323.5,5406.3,3313.5,5027.8,3081.6
66,202408,CF,1,BBM,CC,5412.6,3317.4,5396.4,3307.4,5018.6,3075.9
67,202409,CF,1,BBM,CC,5402.6,3311.3,5386.4,3301.3,5009.4,3070.3
68,202410,CF,1,BBM,CC,5392.7,3305.2,5376.5,3295.3,5000.1,3064.6
69,202411,CF,1,BBM,CC,5382.7,3299.1,5366.5,3289.2,4990.9,3058.9
70,202412,CF,1,BBM,CC,5372.7,3293.0,5356.6,3283.1,4981.6,3053.3
71,202401,BP,1,BBM,CC,5482.4,3360.2,5465.9,3350.1,5083.3,3115.6
72,202402,BP,1,BBM,CC,5478.4,3357.7,5461.9,3347.6,5079.6,3113.3
73,202403,BP,1,BBM,CC,5474.4,3355.3,5458.0,3345.2,5075.9,3111.0
74,202404,BP,1,BBM,CC,5470.4,3352.8,5454.0,3342.8,5072.2,3108.8
75,202405,BP,1,BBM,CC,5466.4,3350.4,5450.0,3340.3,5068.5,3106.5
76,202406,BP,1,BBM,CC,5462.4,3347.9,5446.0,3337.9,5064.8,3104.2
77,202407,BP,1,BBM,CC,5458.4,3345.5,5442.1,3335.5,5061.1,3102.0
78,202408,BP,1,BBM,CC,5454.5,3343.1,5438.1,3333.0,5057.4,3099.7
79,202409,BP,1,BBM,CC,5450.5,3340.6,5434.1,3330.6,5053.7,3097.4
80,202410,BP,1,BBM,CC,5446.5,3338.2,5430.1,3328.2,5050.0,3095.2
81,202411,BP,1,BBM,CC,5442.5,3335.7,5426.2,3325.7,5046.3,3092.9
82,202412,BP,1,BBM,CC,5438.5,3333.3,5422.2,3323.3,5042.6,3090.6
83,202301,ACT,1,BBM,ED,1993.8,1222.0,1987.8,1218.4,1848.7,1133.1
84,202302,ACT,1,BBM,ED,1984.9,1216.6,1979.0,1212.9,1840.4,1128.0
85,202303,ACT,1,BBM,ED,1980.3,1213.7,1974.3,1210.1,1836.1,1125.4
86,202304,ACT,1,BBM,ED,1982.0,1214.8,1976.0,1211.1,1837.7,1126.3
87,202305,ACT,1,BBM,ED,1999.2,1225.3,1993.2,1221.7,1853.7,1136.1
88,202306,ACT,1,BBM,ED,1996.3,1223.5,1990.3,1219.9,1851.0,1134.5
89,202307,ACT,1,BBM,ED,1977.8,1212.2,1971.8,1208.5,1833.8,1123.9
90,202308,ACT,1,BBM,ED,1996.6,1223.7,1990.6,1220.1,1851.3,1134.7
91,202309,ACT,1,BBM,ED,2001.4,1226.7,1995.4,1223.0,1855.7,1137.4
92,202310,ACT,1,BBM,ED,1986.7,1217.6,1980.7,1214.0,1842.1,1129.0
93,202311,ACT,1,BBM,ED,1989.9,1219.6,1983.9,1215.9,1845.0,1130.8
94,202312,ACT,1,BBM,ED,1982.4,1215.0,1976.4,1211.4,1838.1,1126.6
95,202401,ACT,1,BBM,ED,1985.2,1216.7,1979.2,1213.1,1840.7,1128.2
96,202402,ACT,1,BBM,ED,1979.8,1213.4,1973.8,1209.8,1835.7,1125.1
97,202403,ACT,1,BBM,ED,1987.8,1218.3,1981.8,1214.6,1843.1,1129.6
98,202404,ACT,1,BBM,ED,1988.2,1218.6,1982.2,1214.9,1843.5,1129.9
99,202405,ACT,1,BBM,ED,1967.5,1205.9,1961.6,1202.2,1824.2,1118.1
100,202401,CF,1,BBM,ED,1987.1,1217.9,1981.2,1214.3,1842.5,1129.3
101,202402,CF,1,BBM,ED,1983.5,1215.7,1977.6,1212.0,1839.1,1127.2
102,202403,CF,1,BBM,ED,1979.9,1213.5,1974.0,1209.8,1835.8,1125.2
103,202404,CF,1,BBM,ED,1976.3,1211.3,1970.3,1207.6,1832.4,1123.1
104,202405,CF,1,BBM,ED,1972.7,1209.1,1966.7,1205.4,1829.1,1121.0
105,202406,CF,1,BBM,ED,1969.1,1206.8,1963.1,1203.2,1825.7,1119.0
106,202407,CF,1,BBM,ED,1965.4,1204.6,1959.5,1201.0,1822.4,1116.9
107,202408,CF,1,BBM,ED,1961.8,1202.4,1955.9,1198.8,1819.0,1114.9
108,202409,CF,1,BBM,ED,1958.2,1200.2,1952.3,1196.6,1815.7,1112.8
109,202410,CF,1,BBM,ED,1954.6,1198.0,1948.7,1194.4,1812.3,1110.8
110,202411,CF,1,BBM,ED,1951.0,1195.8,1945.1,1192.2,1809.0,1108.7
111,202412,CF,1,BBM,ED,1947.4,1193.6,1941.5,1190.0,1805.6,1106.7
112,202401,BP,1,BBM,ED,1987.1,1217.9,1981.2,1214.3,1842.5,1129.3
113,202402,BP,1,BBM,ED,1985.7,1217.0,1979.7,1213.4,1841.1,1128.4
114,202403,BP,1,BBM,ED,1984.2,1216.1,1978.3,1212.5,1839.8,1127.6
115,202404,BP,1,BBM,ED,1982.8,1215.3,1976.8,1211.6,1838.5,1126.8
116,202405,BP,1,BBM,ED,1981.3,1214.4,1975.4,1210.7,1837.1,1126.0
117,202406,BP,1,BBM,ED,1979.9,1213.5,1974.0,1209.8,1835.8,1125.2
118,202407,BP,1,BBM,ED,1978.4,1212.6,1972.5,1209.0,1834.4,1124.3
119,202408,BP,1,BBM,ED,1977.0,1211.7,1971.1,1208.1,1833.1,1123.5
120,202409,BP,1,BBM,ED,1975.6,1210.8,1969.6,1207.2,1831.8,1122.7
121,202410,BP,1,BBM,ED,1974.1,1209.9,1968.2,1206.3,1830.4,1121.9
122,202411,BP,1,BBM,ED,1972.7,1209.1,1966.7,1205.4,1829.1,1121.0
123,202412,BP,1,BBM,ED,1971.2,1208.2,1965.3,1204.5,1827.7,1120.2
124,202301,ACT,1,BBM,AE,3468.4,2125.8,3458.0,2119.4,3215.9,1971.1
125,202302,ACT,1,BBM,AE,3439.1,2107.9,3428.8,2101.5,3188.8,1954.4
126,202303,ACT,1,BBM,AE,3452.5,2116.0,3442.1,2109.7,3201.2,1962.0
127,202304,ACT,1,BBM,AE,3482.0,2134.1,3471.6,2127.7,3228.6,1978.8
128,202305,ACT,1,BBM,AE,3436.2,2106.0,3425.8,2099.7,3186.0,1952.7
129,202306,ACT,1,BBM,AE,3435.1,2105.4,3424.8,2099.1,3185.1,1952.1
130,202307,ACT,1,BBM,AE,3445.8,2112.0,3435.5,2105.6,3195.0,1958.2
131,202308,ACT,1,BBM,AE,3449.6,2114.3,3439.2,2107.9,3198.5,1960.4
132,202309,ACT,1,BBM,AE,3454.3,2117.2,3444.0,2110.8,3202.9,1963.1
133,202310,ACT,1,BBM,AE,3466.1,2124.4,3455.7,2118.0,3213.8,1969.7
134,202311,ACT,1,BBM,AE,3449.6,2114.3,3439.2,2107.9,3198.5,1960.4
135,202312,ACT,1,BBM,AE,3452.7,2116.2,3442.3,2109.8,3201.4,1962.1
136,202401,ACT,1,BBM,AE,3460.1,2120.7,3449.7,2114.3,3208.2,1966.3
137,202402,ACT,1,BBM,AE,3434.9,2105.3,3424.6,2098.9,3184.9,1952.0
138,202403,ACT,1,BBM,AE,3421.0,2096.7,3410.7,2090.4,3171.9,1944.1
139,202404,ACT,1,BBM,AE,3416.1,2093.8,3405.9,2087.5,3167.5,1941.4
140,202405,ACT,1,BBM,AE,3425.1,2099.2,3414.8,2092.9,3175.8,1946.4
141,202401,CF,1,BBM,AE,3448.2,2113.4,3437.8,2107.1,3197.2,1959.6
142,202402,CF,1,BBM,AE,3441.9,2109.6,3431.6,2103.2,3191.4,1956.0
143,202403,CF,1,BBM,AE,3435.6,2105.7,3425.3,2099.4,3185.6,1952.4
144,202404,CF,1,BBM,AE,3429.4,2101.9,3419.1,2095.6,3179.7,1948.9
145,202405,CF,1,BBM,AE,3423.1,2098.0,3412.8,2091.7,3173.9,1945.3
146,202406,CF,1,BBM,AE,3416.8,2094.2,3406.6,2087.9,3168.1,1941.7
147,202407,CF,1,BBM,AE,3410.6,2090.3,3400.3,2084.1,3162.3,1938.2
148,202408,CF,1,BBM,AE,3404.3,2086.5,3394.1,2080.2,3156.5,1934.6
149,202409,CF,1,BBM,AE,3398.0,2082.7,3387.8,2076.4,3150.7,1931.1
150,202410,CF,1,BBM,AE,3391.7,2078.8,3381.6,2072.6,3144.9,1927.5
151,202411,CF,1,BBM,AE,3385.5,2075.0,3375.3,2068.7,3139.0,1923.9
152,202412,CF,1,BBM,AE,3379.2,2071.1,3369.1,2064.9,3133.2,1920.4
153,202401,BP,1,BBM,AE,3448.2,2113.4,3437.8,2107.1,3197.2,1959.6
154,202402,BP,1,BBM,AE,3445.7,2111.9,3435.3,2105.5,3194.9,1958.1
155,202403,BP,1,BBM,AE,3443.2,2110.3,3432.8,2104.0,3192.5,1956.7
156,202404,BP,1,BBM,AE,3440.6,2108.8,3430.3,2102.5,3190.2,1955.3
157,202405,BP,1,BBM,AE,3438.1,2107.2,3427.8,2100.9,3187.9,1953.9
158,202406,BP,1,BBM,AE,3435.6,2105.7,3425.3,2099.4,3185.6,1952.4
159,202407,BP,1,BBM,AE,3433.1,2104.2,3422.8,2097.9,3183.2,1951.0
160,202408,BP,1,BBM,AE,3430.6,2102.6,3420.3,2096.3,3180.9,1949.6
161,202409,BP,1,BBM,AE,3428.1,2101.1,3417.8,2094.8,3178.6,1948.2
162,202410,BP,1,BBM,AE,3425.6,2099.6,3415.3,2093.3,3176.3,1946.7
163,202411,BP,1,BBM,AE,3423.1,2098.0,3412.8,2091.7,3173.9,1945.3
164,202412,BP,1,BBM,AE,3420.6,2096.5,3410.3,2090.2,3171.6,1943.9
165,202301,ACT,1,BBM,MA,6776.8,4153.5,6756.5,4141.1,6283.5,3851.2
166,202302,ACT,1,BBM,MA,6756.3,4141.0,6736.0,4128.5,6264.5,3839.5
167,202303,ACT,1,BBM,MA,6787.2,4159.9,6766.9,4147.4,6293.2,3857.1
168,202304,ACT,1,BBM,MA,6795.5,4165.0,6775.1,4152.5,6300.9,3861.8
169,202305,ACT,1,BBM,MA,6809.1,4173.3,6788.7,4160.8,6313.5,3869.6
170,202306,ACT,1,BBM,MA,6829.9,4186.1,6809.4,4173.5,6332.8,3881.4
171,202307,ACT,1,BBM,MA,6773.1,4151.3,6752.8,4138.8,6280.1,3849.1
172,202308,ACT,1,BBM,MA,6777.7,4154.1,6757.3,4141.6,6284.3,3851.7
173,202309,ACT,1,BBM,MA,6812.4,4175.3,6792.0,4162.8,6316.5,3871.4
174,202310,ACT,1,BBM,MA,6835.5,4189.5,6815.0,4177.0,6338.0,3884.6
175,202311,ACT,1,BBM,MA,6810.3,4174.1,6789.9,4161.5,6314.6,3870.2
176,202312,ACT,1,BBM,MA,6824.7,4182.9,6804.3,4170.4,6328.0,3878.4
177,202401,ACT,1,BBM,MA,6779.3,4155.1,6759.0,4142.6,6285.9,3852.6
178,202402,ACT,1,BBM,MA,6788.0,4160.4,6767.7,4147.9,6293.9,3857.6
179,202403,ACT,1,BBM,MA,6810.6,4174.2,6790.1,4161.7,6314.8,3870.4
180,202404,ACT,1,BBM,MA,6704.0,4108.9,6683.9,4096.6,6216.0,3809.8
181,202405,ACT,1,BBM,MA,6715.0,4115.7,6694.9,4103.3,6226.3,3816.1
182,202401,CF,1,BBM,MA,6794.3,4164.3,6774.0,4151.8,6299.8,3861.2
183,202402,CF,1,BBM,MA,6782.0,4156.7,6761.6,4144.2,6288.3,3854.1
184,202403,CF,1,BBM,MA,6769.6,4149.1,6749.3,4136.7,6276.9,3847.1
185,202404,CF,1,BBM,MA,6757.3,4141.6,6737.0,4129.1,6265.4,3840.1
186,202405,CF,1,BBM,MA,6744.9,4134.0,6724.7,4121.6,6254.0,3833.1
187,202406,CF,1,BBM,MA,6732.6,4126.4,6712.4,4114.0,6242.5,3826.1
188,202407,CF,1,BBM,MA,6720.2,4118.8,6700.1,4106.5,6231.1,3819.0
189,202408,CF,1,BBM,MA,6707.9,4111.3,6687.7,4098.9,6219.6,3812.0
190,202409,CF,1,BBM,MA,6695.5,4103.7,6675.4,4091.4,6208.1,3805.0
191,202410,CF,1,BBM,MA,6683.2,4096.1,6663.1,4083.8,6196.7,3798.0
192,202411,CF,1,BBM,MA,6670.8,4088.6,6650.8,4076.3,6185.2,3791.0
193,202412,CF,1,BBM,MA,6658.4,4081.0,6638.5,4068.7,6173.8,3783.9
194,202401,BP,1,BBM,MA,6794.3,4164.3,6774.0,4151.8,6299.8,3861.2
195,202402,BP,1,BBM,MA,6789.4,4161.2,6769.0,4148.8,6295.2,3858.3
196,202403,BP,1,BBM,MA,6784.5,4158.2,6764.1,4145.7,6290.6,3855.5
197,202404,BP,1,BBM,MA,6779.5,4155.2,6759.2,4142.7,6286.0,3852.7
198,202405,BP,1,BBM,MA,6774.6,4152.2,6754.2,4139.7,6281.4,3849.9
199,202406,BP,1,BBM,MA,6769.6,4149.1,6749.3,4136.7,6276.9,3847.1
200,202407,BP,1,BBM,MA,6764.7,4146.1,6744.4,4133.7,6272.3,3844.3
201,202408,BP,1,BBM,MA,6759.7,4143.1,6739.5,4130.6,6267.7,3841.5
202,202409,BP,1,BBM,MA,6754.8,4140.0,6734.5,4127.6,6263.1,3838.7
203,202410,BP,1,BBM,MA,6749.9,4137.0,6729.6,4124.6,6258.5,3835.9
204,202411,BP,1,BBM,MA,6744.9,4134.0,6724.7,4121.6,6254.0,3833.1
205,202412,BP,1,BBM,MA,6740.0,4131.0,6719.8,4118.6,6249.4,3830.3
206,202301,ACT,1,BBM,XC,2915.2,1786.7,2906.4,1781.4,2703.0,1656.7
207,202302,ACT,1,BBM,XC,2908.1,1782.4,2899.3,1777.0,2696.4,1652.6
208,202303,ACT,1,BBM,XC,2924.0,1792.1,2915.2,1786.7,2711.1,1661.7
209,202304,ACT,1,BBM,XC,2917.5,1788.2,2908.8,1782.8,2705.2,1658.0
210,202305,ACT,1,BBM,XC,2899.0,1776.8,2890.3,1771.5,2688.0,1647.5
211,202306,ACT,1,BBM,XC,2909.3,1783.1,2900.6,1777.8,2697.5,1653.3
212,202307,ACT,1,BBM,XC,2907.6,1782.1,2898.9,1776.7,2696.0,1652.4
213,202308,ACT,1,BBM,XC,2907.8,1782.2,2899.0,1776.8,2696.1,1652.5
214,202309,ACT,1,BBM,XC,2919.6,1789.4,2910.8,1784.1,2707.1,1659.2
215,202310,ACT,1,BBM,XC,2912.0,1784.8,2903.3,1779.4,2700.0,1654.9
216,202311,ACT,1,BBM,XC,2912.0,1784.8,2903.3,1779.4,2700.0,1654.9
217,202312,ACT,1,BBM,XC,2918.9,1789.0,2910.2,1783.7,2706.5,1658.8
218,202401,ACT,1,BBM,XC,2918.3,1788.7,2909.6,1783.3,2705.9,1658.5
219,202402,ACT,1,BBM,XC,2912.2,1784.9,2903.4,1779.5,2700.2,1655.0
220,202403,ACT,1,BBM,XC,2892.2,1772.6,2883.5,1767.3,2681.7,1643.6
221,202404,ACT,1,BBM,XC,2892.3,1772.7,2883.6,1767.4,2681.8,1643.7
222,202405,ACT,1,BBM,XC,2893.4,1773.3,2884.7,1768.0,2682.7,1644.3
223,202401,CF,1,BBM,XC,2919.1,1789.2,2910.4,1783.8,2706.7,1658.9
224,202402,CF,1,BBM,XC,2913.8,1785.9,2905.1,1780.5,2701.7,1655.9
225,202403,CF,1,BBM,XC,2908.5,1782.6,2899.8,1777.3,2696.8,1652.9
226,202404,CF,1,BBM,XC,2903.2,1779.4,2894.5,1774.1,2691.9,1649.9
227,202405,CF,1,BBM,XC,2897.9,1776.1,2889.2,1770.8,2687.0,1646.9
228,202406,CF,1,BBM,XC,2892.6,1772.9,2883.9,1767.6,2682.1,1643.8
229,202407,CF,1,BBM,XC,2887.3,1769.6,2878.6,1764.3,2677.1,1640.8
230,202408,CF,1,BBM,XC,2882.0,1766.4,2873.3,1761.1,2672.2,1637.8
231,202409,CF,1,BBM,XC,2876.7,1763.1,2868.1,1757.8,2667.3,1634.8
232,202410,CF,1,BBM,XC,2871.4,1759.9,2862.8,1754.6,2662.4,1631.8
233,202411,CF,1,BBM,XC,2866.1,1756.6,2857.5,1751.4,2657.5,1628.8
234,202412,CF,1,BBM,XC,2860.8,1753.4,2852.2,1748.1,2652.5,1625.7
235,202401,BP,1,BBM,XC,2919.1,1789.2,2910.4,1783.8,2706.7,1658.9
236,202402,BP,1,BBM,XC,2917.0,1787.9,2908.3,1782.5,2704.7,1657.7
237,202403,BP,1,BBM,XC,2914.9,1786.6,2906.2,1781.2,2702.7,1656.5
238,202404,BP,1,BBM,XC,2912.8,1785.3,2904.0,1779.9,2700.8,1655.3
239,202405,BP,1,BBM,XC,2910.7,1783.9,2901.9,1778.6,2698.8,1654.1
240,202406,BP,1,BBM,XC,2908.5,1782.6,2899.8,1777.3,2696.8,1652.9
241,202407,BP,1,BBM,XC,2906.4,1781.3,2897.7,1776.0,2694.9,1651.7
242,202408,BP,1,BBM,XC,2904.3,1780.0,2895.6,1774.7,2692.9,1650.5
243,202409,BP,1,BBM,XC,2902.2,1778.7,2893.5,1773.4,2690.9,1649.3
244,202410,BP,1,BBM,XC,2900.0,1777.4,2891.3,1772.1,2688.9,1648.1
245,202411,BP,1,BBM,XC,2897.9,1776.1,2889.2,1770.8,2687.0,1646.9
246,202412,BP,1,BBM,XC,2895.8,1774.8,2887.1,1769.5,2685.0,1645.7
247,202301,ACT,6,BBM,PS,4378.4,2683.5,4365.2,2675.5,4059.7,2488.2
248,202302,ACT,6,BBM,PS,4377.7,2683.1,4364.6,2675.0,4059.0,2487.8
249,202303,ACT,6,BBM,PS,4386.1,2688.2,4372.9,2680.2,4066.8,2492.6
250,202304,ACT,6,BBM,PS,4330.7,2654.3,4317.7,2646.3,4015.4,2461.1
251,202305,ACT,6,BBM,PS,4389.0,2690.0,4375.8,2682.0,4069.5,2494.2
252,202306,ACT,6,BBM,PS,4405.9,2700.4,4392.7,2692.3,4085.2,2503.8
253,202307,ACT,6,BBM,PS,4393.7,2692.9,4380.5,2684.9,4073.9,2496.9
254,202308,ACT,6,BBM,PS,4402.5,2698.3,4389.3,2690.2,4082.0,2501.9
255,202309,ACT,6,BBM,PS,4394.6,2693.4,4381.4,2685.4,4074.7,2497.4
256,202310,ACT,6,BBM,PS,4388.9,2690.0,4375.8,2681.9,4069.5,2494.2
257,202311,ACT,6,BBM,PS,4395.7,2694.1,4382.5,2686.0,4075.7,2498.0
258,202312,ACT,6,BBM,PS,4392.0,2691.8,4378.8,2683.8,4072.3,2495.9
259,202401,ACT,6,BBM,PS,4407.0,2701.0,4393.7,2692.9,4086.2,2504.4
260,202402,ACT,6,BBM,PS,4371.4,2679.2,4358.3,2671.2,4053.2,2484.2
261,202403,ACT,6,BBM,PS,4377.1,2682.7,4364.0,2674.7,4058.5,2487.5
262,202404,ACT,6,BBM,PS,4364.1,2674.7,4351.0,2666.7,4046.4,2480.0
263,202405,ACT,6,BBM,PS,4377.5,2683.0,4364.4,2675.0,4058.9,2487.7
264,202401,CF,6,BBM,PS,4387.8,2689.3,4374.6,2681.2,4068.4,2493.5
265,202402,CF,6,BBM,PS,4379.8,2684.4,4366.7,2676.4,4061.0,2489.0
266,202403,CF,6,BBM,PS,4371.9,2679.5,4358.7,2671.5,4053.6,2484.5
267,202404,CF,6,BBM,PS,4363.9,2674.6,4350.8,2666.6,4046.2,2479.9
268,202405,CF,6,BBM,PS,4355.9,2669.7,4342.8,2661.7,4038.8,2475.4
269,202406,CF,6,BBM,PS,4347.9,2664.9,4334.9,2656.9,4031.4,2470.9
270,202407,CF,6,BBM,PS,4339.9,2660.0,4326.9,2652.0,4024.0,2466.3
271,202408,CF,6,BBM,PS,4332.0,2655.1,4319.0,2647.1,4016.6,2461.8
272,202409,CF,6,BBM,PS,4324.0,2650.2,4311.0,2642.2,4009.2,2457.3
273,202410,CF,6,BBM,PS,4316.0,2645.3,4303.1,2637.4,4001.8,2452.7
274,202411,CF,6,BBM,PS,4308.0,2640.4,4295.1,2632.5,3994.4,2448.2
275,202412,CF,6,BBM,PS,4300.1,2635.5,4287.2,2627.6,3987.1,2443.7
276,202401,BP,6,BBM,PS,4387.8,2689.3,4374.6,2681.2,4068.4,2493.5
277,202402,BP,6,BBM,PS,4384.6,2687.3,4371.5,2679.3,4065.5,2491.7
278,202403,BP,6,BBM,PS,4381.4,2685.4,4368.3,2677.3,4062.5,2489.9
279,202404,BP,6,BBM,PS,4378.2,2683.4,4365.1,2675.4,4059.5,2488.1
280,202405,BP,6,BBM,PS,4375.0,2681.5,4361.9,2673.4,4056.6,2486.3
281,202406,BP,6,BBM,PS,4371.9,2679.5,4358.7,2671.5,4053.6,2484.5
282,202407,BP,6,BBM,PS,4368.7,2677.6,4355.6,2669.5,4050.7,2482.7
283,202408,BP,6,BBM,PS,4365.5,2675.6,4352.4,2667.6,4047.7,2480.9
284,202409,BP,6,BBM,PS,4362.3,2673.7,4349.2,2665.6,4044.7,2479.0
285,202410,BP,6,BBM,PS,4359.1,2671.7,4346.0,2663.7,4041.8,2477.2
286,202411,BP,6,BBM,PS,4355.9,2669.7,4342.8,2661.7,4038.8,2475.4
287,202412,BP,6,BBM,PS,4352.7,2667.8,4339.6,2659.8,4035.9,2473.6
288,202301,ACT,6,BBM,CC,2882.8,1766.8,2874.1,1761.5,2672.9,1638.2
289,202302,ACT,6,BBM,CC,2886.2,1769.0,2877.6,1763.7,2676.1,1640.2
290,202303,ACT,6,BBM,CC,2887.0,1769.5,2878.4,1764.2,2676.9,1640.7
291,202304,ACT,6,BBM,CC,2890.3,1771.5,2881.7,1766.2,2680.0,1642.6
